Level RMS X,Level RMS Y
18.75,-70.59614282039692
19.01382502959288,-70.42555066019096
19.28136225365188,-70.25930344333703
19.55266390523379,-70.06140593349078
19.827782952349416,-69.81257108442729
20.106773108304875,-69.52070916310556
20.389688842188384,-69.20869596745408
20.676585389504655,-68.88439917418278
20.967518762958832,-68.53796845148794
21.262545763392268,-68.16922077976798
21.56172399087211,-67.79634984298198
21.865111855936927,-67.44608481974024
22.172768591000622,-67.13416270296368
22.48475426191672,-66.83977142982198
22.80112977970546,-66.51588584762057
23.12195691244583,-66.14170698195015
23.44729829733497,-65.753002803561
23.77721745291724,-65.40420473016363
24.111778791485364,-65.10768532309945
24.451047631656063,-64.82201432406576
24.795090211122655,-64.49619678048803
25.14397369958706,-64.12685107045233
25.49776621187379,-63.76504679111541
25.85653682122846,-63.44905711169172
26.220355572803395,-63.15978157465137
26.58929349733304,-62.85401450389085
26.963422625001712,-62.51678071393692
27.342815999506595,-62.1751234570491
27.727547692318463,-61.85689399762024
28.117692817143208,-61.55598265056315
28.513327544586748,-61.25160951913943
28.91452911702633,-60.937039991601466
29.32137586369106,-60.619297787856375
29.733947215954654,-60.30568028026561
30.152323722843313,-59.999522839744394
30.57658706676189,-59.701176655528236
31.00682007944124,-59.403200148693024
31.443106758110027,-59.095838921147234
31.885532281894054,-58.7859292279745
32.33418302844635,-58.489424698334034
32.78914659081123,-58.20300543987199
33.25051179452569,-57.907517017662684
33.718368714961386,-57.603090662686974
34.19280869491063,-57.309343766070555
34.67392436241989,-57.02733954887981
35.16180964887412,-56.73943106735106
35.65655980733563,-56.44451004356508
36.158271431141,-56.157244702774356
36.667042472759576,-55.87759055753711
37.18297226291741,-55.59492404114945
37.70616152999023,-55.30984673918179
38.23671241966937,-55.0290740427893
38.77472851490423,-54.752416824083525
39.3203148561256,-54.47595495214869
39.87357796175326,-54.19840984188051
40.43462584899239,-53.92310099315893
41.00356805492239,-53.652183626495756
41.58051565788259,-53.38110804223269
42.16558129915876,-53.10886145613711
42.758879204974846,-52.840948295592874
43.360525208794094,-52.57528773327976
43.970636773934,-52.30791494320775
44.58933301649938,-52.043201795754065
45.2167347286383,-51.781493534878905
45.852964402125046,-51.51916439992793
46.49814625227502,-51.25836018385949
47.15240624219612,-51.00014522417988
47.81587210738135,-50.7424647108149
48.48867338064745,-50.485760345295034
49.170941417424466,-50.231202179205425
49.862809421401096,-49.977775376232344
50.56441247053098,-49.72507858575167
51.27588754340483,-49.47445681493181
51.997373545993625,-49.224901846237614
52.72901133876824,-48.976258404732754
53.470943764200456,-48.72957498682115
54.2233156746511,-48.48372287900379
54.98627396065049,-48.2392165433292
55.75996757957695,-47.996249912630375
56.54454758473855,-47.754234816869776
57.3401671548644,-47.513695261122464
58.1469816240107,-47.274417928869056
58.96514851188757,-47.03626914998128
59.79482755461277,-46.799563554443495
60.636180735897945,-46.56397013519658
61.489372318673816,-46.3296930819179
62.354568877160325,-46.09667889581796
63.23193932938796,-45.86484051702312
64.12165497017682,-45.63433396413676
65.02388950457957,-45.40497746880082
65.93881908179503,-45.17692508302443
66.866622329559,-44.95005842476949
67.80748038901883,-44.72444451514892
68.76157695009891,-44.500049640702144
69.72909828736361,-44.27687292558196
70.71023329638489,-44.054927131244945
71.7051735306216,-43.8341848497631
72.71411323881782,-43.61467007434164
73.73724940292722,-43.39635506978468
74.77478177657122,-43.17925895469572
75.82691292403817,-42.963361696879545
76.89384825983129,-42.7486752202119
77.9757960887732,-42.53518600534663
79.07296764667448,-42.32290017948993
80.18557714157478,-42.111809624234695
81.31384179556403,-41.90191443132038
82.45798188719206,-41.6932122262903
83.61822079447514,-41.48569796657951
84.7947850385075,-41.27937280974364
85.98790432768651,-41.07423023543232
87.1978116025602,-40.87027127913454
88.4247430813058,-40.667490736828945
89.66893830584812,-40.46588732511517
90.93064018862694,-40.26545809778691
92.21009506002235,-40.06619935851461
93.50755271644758,-39.86810913519343
94.82326646911824,-39.67118358099413
96.15749319350805,-39.4754197325674
97.51049337950028,-39.28081458435536
98.88253118224499,-39.08736442570672
100.27387447373164,-38.89506597167279
101.68479489508765,-38.70391567403839
103.11556790961261,-38.51390966113211
104.56647285655876,-38.325044166231955
106.03779300566836,-38.13731528068534
107.52981561247816,-37.95071886674652
109.0428319744024,-37.76525070199686
110.57713748760445,-37.58090644816826
112.13303170466916,-37.39768160206005
113.71081839308646,-37.2155715444815
115.31080559455773,-37.034571567729046
116.93330568513711,-36.85467684425358
118.57863543621845,-36.675882394194836
120.24711607638078,-36.4981830825831
121.939073354104,-36.32157364059154
123.65483760136667,-36.146048695375576
125.39474379813912,-35.97160278918637
127.1591316377837,-35.79823037431162
128.94834559337536,-35.62592579067819
130.7627349849554,-35.4546832499616
132.6026540477315,-35.28449684439468
134.4684620012375,-35.11536057460211
136.36052311946608,-34.9472683733492
138.27920680198844,-34.78021410870579
140.22488764607456,-34.614191572690395
142.19794551982838,-34.449194475423575
144.1987656363519,-34.285216456267634
146.22773862895284,-34.12225110428582
148.28526062741065,-33.96029197278755
150.37173333531544,-33.79933258253505
152.48756410849532,-33.639366420822014
154.63316603454706,-33.48038694477006
156.808958013486,-33.322387589738376
159.0153648395306,-33.165361780069404
161.25281728403792,-33.00930294160212
163.52175217960576,-32.854204515286355
165.82261250535853,-32.7000599675544
168.15584747343297,-32.54686279410135
170.52191261668068,-32.39460652118663
172.92126987760497,-32.24328471204222
175.35438769854886,-32.092890979056534
177.82174111315211,-31.943418995393206
180.32381183909536,-31.79486250325744
182.8610883721487,-31.647215322146657
185.4340660815444,-31.5004713579125
188.04324730669063,-31.35462460908234
190.68914145524687,-31.209669170961753
193.3722651025787,-31.06559924320724
196.0931420926123,-30.922409141446543
198.85230364010806,-30.78009330654974
201.65028843437278,-30.638646309873174
204.4876427444321,-30.49806285979706
207.3649205256816,-30.35833780992373
210.28268352803968,-30.219466163374726
213.24150140562134,-30.0814430739053
216.24195182795566,-29.944263850590513
219.2846205927681,-29.80792396701088
222.37010174034947,-29.672419069940684
225.49899766953456,-29.537744985638785
228.67191925531216,-29.40389772514481
231.8894859680905,-29.27087348853677
235.15232599464028,-29.138668667484907
238.46107636074007,-29.0072798472223
241.81638305554662,-28.876703810071042
245.21890115771586,-28.746937540654642
248.6692949632982,-28.617978229276765
252.1682381154333,-28.48982327094798
255.71641373587005,-28.362470263072037
259.31451455833684,-28.235917006874725
262.9632430637884,-28.11016151473681
266.6633116175561,-27.985202019627415
270.41544260842744,-27.861036978456184
274.22036858968295,-27.737665067442375
278.07883242211733,-27.615085176118395
281.991587419073,-27.49329640351773
285.95939749351464,-27.37229805574162
289.98303730717276,-27.25208964685986
294.063292421786,-27.132670904191148
298.2009594524718,-27.014041771628666
302.39684622325444,-26.896202404524658
